Abstract,predict
"fixed a typo in variable name and added clarity (#298)

- fixed a typo in the `instruments` variable
- added the items inside parentheses to help connect explanations to the code for more clarity",0
"ID Algorithm for Causal Identification (#280)

* Added code for ID Algorithm

* Replaced set and list by OrderedSet

* Need to prepare recursive datastructure for results

* Added function to utils/graph_operations.py

* Added print in a readable fashion

* Updated ID notebook

* IDIdentifier class inherited from CausalIdentifier",0
Small fix: Removed rpy2 notebook from automated tests (#283),0
"Added requirements-test for test and removed Rpy2 notebook from tests (#282)

* added requirements for test

* removed rpy2 discovery notebook from test

* using old dependency resolver of pip",0
fixed weighting bug in stabilized propensity score weighting (#281),0
Changed bootstrap method to empirical and added treatment and control values to bootstrap generation (#278),0
"Graph learner: Adding causal discovery to dowhy (#272)

* Added initial code for causal discovery example notebook

* Used CDT library for causal discovery. 

* Made notebook for the Auto-MPG and Sachs dataset

* Added base code for graph learners

* Added lingam library to graph learners

* Added GES method for causal discovery

Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Added size and file_name parameters to view_model (#274)

* Added size and file_name parameters to view_model
* Added size and file_name param descriptions to docstring",0
"Add separate testing requirements file (#275)

* Added a separate testing requirements file",0
"New notebook using causal discovery tools (#271)

* Added initial code for causal discovery example notebook

* Used CDT library for causal discovery. NN based methods not tested yet.

* Made notebook for the Auto-MPG and Sachs dataset

* Added graph refutation to causal discovery example notebook

* Added textual descriptions to causal discovery notebook",0
"New notebook for visual interpreter plots for causal estimation (#269)

* Modified confounder interpreter to work on categorical input and corrected a bug with assigning treatment variable

* Added interpreter example notebook

* Added descriptions for interpreters

* Rectified the SettingWithCopyWarning in confounder distribution interpreter

* Reduced beta to reduce skew in treatment variable",0
"Correct standard error and confidence intervals (#270)

* Corrected standard error and confidence intervals for custom treatments

* Added explanatory comment for custom treatment and control values.",0
"Updates to distance matching estimator: Support for exact matching on subset of variables (#267)

* updated distance matching

* Added support for categorical features and exact matching",0
make minor cosmetic and consistency improvements memberrewards notebook (#263),0
Update README.rst,0
"Backdoor identification tests (#247)

* add first tests for backdoor identification

* added new backdoor tests and refactored test code

* fix: remove exclusion of instrumental variables from backdoor set that creates identification errors in cases like graphs with m-bias

* fix: added `include_unobserved` parameter to `identify_backdoor` to be explicit about unobserved variables.

* feat: added minimum-sufficient and maximum-possible methods to identify-backdoor
fix: default backdoor set now contains minimum possible number of instrumental variables;
mod: temporarily made include_unobserved to be True by the default, as most tests require it.

* mod: changed backdoor method names: `minimum-sufficient` to `minimal-adjustment` and `maxumum-possible` to `maximal-adjustment`

* mod: adding tests for minimal and maximal adjustment, whether adjustment is necessary and small refactoring

* fix: fix a bug with some maximal adjustment not existing because it contained unobserved variables. This also brings some performance improvements when there is a lot of unobserved variables.",0
"docs: add yaakx as a contributor (#259)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
Text error in causalml.py. (#258),0
added a simple distance matching estimator (#252),0
update readme: added link to a case study,0
updated readme with downloads and discord chat badges,0
Version Bump: 0.6 (Better refuters) (#245),0
"updated notebooks for release (#244)

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Move matplotlib to an optional dependency (#243)

* removed matplotlib

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* added new req file

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Better support for IV methods in Placebo treatment refuter (#239)

* added estimating_instrument_names support to econml and updated placebo refuter for iv methods. 

* fixed bugs and added it to the iv notebook

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Control and treatment value support for all refuters (#238)

* added control and treatment value parameter to causalestimate and all refuters

* fixes a bug where refuters cannot handle continuous treatments",0
"Bug fixing PR: Minor bugs in dummy outcome, causal identifier. Fix hotel analysis notebook (#237)

* updated dummyoutcome and identifier minor bugs, updated hotel notebook

* causal graph does not add U by its own and identifier does not show all backdoor by default

* updated hotel notebook analysis and removed logging.info from 3 others notebooks",0
[README] Removed azure pipelines and added github actions badge,0
"Updated EconML names and argument parsing. (#229)

* Updated EconML names and argument parsing.

* Changed EconML namespaces to match v0.8.1. Further name
 changes will be implemented in v0.9
* Updated argument parsing. As of v0.9, some `fit` arguments will be
 passed in by keyword only
* Updated tests and example notebooks to be compatible with the latest
 EconML changes
* Fix Windows compatibility of example notebook

* Point econml dependency to specific branch to debug build failures.

* Account for EconML internal features

* EconML concatenates the common causes W and effect modifiers X
 internally so no need to do it explicitly in dowhy.
* EconML has better support for Pandas dataframes so I removed the
 casting to numpy array.",0
"docs: add n8sty as a contributor (#236)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"handle missing identifier method for getting backdoor variables (#233)

Closes microsoft/dowhy#232",0
"remove basic logging configuration (#231)

When `basicConfig` is called, logging is set up automatically and unless
a `logging.NullHandler` instance is included with each call it becomes
very difficult to control logging from DoWhy. This change removes all
calls to `basicConfig` and adds a `NullHandler` to the root DoWhy
logger. Now, users of DoWhy can configure their logging preference
through something like `logging.config.dictConfig` with a reference to
`dowhy` in the `loggers` section of the configuration.

Closes microsoft/dowhy#230",0
Updated readme to remove azure notebooks,0
"Merge pull request #227 from microsoft/all-contributors/add-vojavocni

docs: add vojavocni as a contributor",0
docs: update .all-contributorsrc [skip ci],0
docs: update CONTRIBUTING.md [skip ci],0
"Merge pull request #224 from vojavocni/refactor-identify-backdoor

refactor identify backdoor to reduce code redundancy",0
refactor identify backdoor to reduce code redundancy,0
"Merge pull request #220 from Arshiaarya/add-notebook-for-ranking-methods

added notebook for ranking methods",0
added notebook for ranking methods,0
"Merge pull request #219 from Arshiaarya: Add utils code for different dgps

adding data generating processes",0
adding data generating processes,0
"WIP: Residual-based simulation of unobserved confounding and added option to use that in dummy_outcome_refuter (#217)

* adding simulation for unobserved confounder

* added new_data_with_unobserved_confounding as a variable in the class

* made all changes and added documentation

* made variable names to be more informative",0
maximised product_corr_observed,0
changed given_data to self._data and added default values to function arguments,0
made variable names to be more informative,0
made all changes and added documentation,0
fixed formatting and commented out kappa_t and kappa_y,0
after linting,0
added new_data_with_unobserved_confounding as a variable in the class,0
updated frontdoor bugs,0
adding simulation for unobserved confounder,0
"Update README.rst

Updated the readme introduction",0
"Version Bump (0.5.1): Bug fixes (#212)

updated simple getting started notebook with dagitti reference and version increase.",0
"Bug Fix: Corrected the definition of natural direct and indirect effect (#211)

* corrected the definition of nde and nie

* undoing a change to retain support for frontoor",0
"Update integration based on econml package update (#210)

* updated econml integration with econml library update
* metalearners are passed the union of common causes and effect modifiers
* Conditional-effects notebook has the new EconML method names",0
"Updates to causal graph to include mediators and a few aesthetic changes (#209)

* better looking graphs

* updated the getting started notebook",0
"Fixed bad link in README file - Issue #205 (#206)

Resolves issue #205

The markup version of the readme that is displayed for the main page in this repo contains the following link:

Status code [404:NotFound] - Link: https://github.com/microsoft/dowhy/blob/master/docs/source/example_notebooks/dowhy_twins_example%20.ipynb

It should not have “%20” (space) in it.
The link should be: “https://github.com/microsoft/dowhy/blob/master/docs/source/example_notebooks/dowhy_twins_example.ipynb”",0
"Added tests for notebooks and fixed confidence interval bug for econml (#204)

* fixed econml bug for CI intervals, 

* removed input prompt from notebooks to enable automatic testing

* added tests for notebooks

* added nbformat, jupyter as req for github actions

* adding jupyter as dependency for workflow runs

* modified readme to be compliant with twine requirements",0
updated readme.rst with conda install guidelines,0
"Fixed dimensionality bug in bootstrap testing for dummy outcome refuter and updated tests (#203)

* Updated bug with statistical testing for dummy outcome refuter

* updated error tolerance for dummy outcomes test",0
updated the bibtex for references on readme,0
"fixed a bug with the hotel bookings notebook, updated to 0.5 version (#199)

Removed NAs from the data.frame",0
Added twine check to the python package workflow,0
fixed syntax errors in readme,0
Create python-publish.yml,0
